No	Sample	N_SNPs	F_percent	E_percent	A_percent	full	N_SNPs	F_percent_pruned	E_percent_pruned	A_percent_pruned	pruned
969	HpGP-USA-411	142237	83.96	13.77	2.27	hpgpAfroamerica	44787	79.02	18.66	2.32	hpgpAfroamerica
970	HpGP-USA-412	142237	82.56	17.32	0.12	hpgpAfroamerica	44787	84.22	12.05	3.72	hpgpAfroamerica
971	HpGP-USA-413	142237	74.01	25.08	0.91	hpgpAfroamerica	44787	73.89	21.7	4.42	hpgpAfroamerica
972	HpGP-USA-414	142237	13.02	86.98	0	hpgpMediterranea	44787	15.06	84.94	0	hpgpMediterranea
973	HpGP-USA-415	142237	93.06	6.94	0	hpgpAfrica	44787	97.41	0	2.59	hpgpAfrica
974	HpGP-USA-416	142237	100	0	0	hpgpAfrica	44787	98.66	0	1.34	hpgpAfrica
975	HpGP-USA-417	142237	100	0	0	hpgpAfrica	44787	97.15	0	2.85	hpgpAfrica
976	HpGP-USA-418	142237	98.36	1.64	0	hpgpAfrica	44787	96.84	0	3.16	hpgpAfrica
977	HpGP-USA-419	142237	100	0	0	hpgpAfrica	44787	97.5	0	2.5	hpgpAfrica
978	HpGP-USA-420	142237	93.21	6.79	0	hpgpAfrica	44787	99.48	0.3	0.22	hpgpAfrica
979	HpGP-USA-421	142237	94.52	5.48	0	hpgpAfrica	44787	95.45	0	4.55	hpgpAfrica
980	HpGP-USA-422	142237	1.86	63.69	34.44	hpgpEurasia	44787	0	76.95	23.05	hpgpEurasia
981	HpGP-USA-423	142237	22.68	77.32	0	hpgpMediterranea	44787	24.42	75.58	0	hpgpMediterranea
982	HpGP-USA-424	142237	86.46	13.54	0	hpgpAfrica	44787	91.8	3.87	4.32	hpgpAfrica
983	HpGP-USA-425	142237	0.75	0	99.25	hpgpAsia	44787	0.19	0	99.81	hpgpAsia
984	HpGP-USA-427	142237	100	0	0	hpgpAfrica	44787	99.83	0	0.17	hpgpAfrica
985	HpGP-USA-428	142237	92.88	7.12	0	hpgpAfrica	44787	96.27	0	3.73	hpgpAfrica
986	HpGP-USA-429	142237	100	0	0	hpgpAfrica	44787	95.91	0	4.09	hpgpAfrica
987	HpGP-USA-431	142237	6.73	93.27	0	hpgpEurope	44787	8.96	91.04	0	hpgpEurope
988	HpGP-USA-432	142237	97.81	2.19	0	hpgpAfrica	44787	95.97	0	4.03	hpgpAfrica
989	HpGP-USA-433	142237	98.44	1.56	0	hpgpAfrica	44787	97.06	0	2.94	hpgpAfrica
990	HpGP-USA-434	142237	93.91	6.09	0	hpgpAfrica	44787	97.76	0	2.24	hpgpAfrica
991	HpGP-USA-435	142237	97.8	1.15	1.05	hpgpAfrica	44787	87.89	12.11	0	hpgpAfrica
992	HpGP-USA-436	142237	5.7	94.3	0	hpgpEurope	44787	6.69	93.31	0	hpgpEurope
993	HpGP-USA-437	142237	90.44	9.56	0	hpgpAfrica	44787	96.87	2.13	1	hpgpAfrica
994	HpGP-VNM-001	142237	0.71	5.21	94.09	hpgpAsia	44787	0	8.68	91.32	hpgpAsia
995	HpGP-VNM-002	142237	0.92	8.09	90.98	hpgpAsia	44787	0.87	8.29	90.84	hpgpAsia
996	HpGP-VNM-003	142237	0.82	11.62	87.56	hpgpAsia	44787	0.93	11.45	87.62	hpgpAsia
997	HpGP-VNM-004	142237	0.94	3.91	95.15	hpgpAsia	44787	0.77	5.29	93.94	hpgpAsia
998	HpGP-VNM-005	142237	1.14	3.51	95.34	hpgpAsia	44787	0	6.34	93.66	hpgpAsia
999	HpGP-VNM-006	142237	1.55	4.4	94.05	hpgpAsia	44787	0	9.49	90.51	hpgpAsia
1000	HpGP-VNM-007	142237	1.42	4.33	94.25	hpgpAsia	44787	0.74	6.24	93.02	hpgpAsia
1001	HpGP-VNM-008	142237	0.93	8.07	91	hpgpAsia	44787	0.78	9.24	89.98	hpgpAsia
1002	HpGP-VNM-009	142237	0.94	7.21	91.85	hpgpAsia	44787	0.49	9.25	90.25	hpgpAsia
1003	HpGP-ZAF-001	142237	68.6	0	31.4	hpgpAfrica-distant	44787	0	100	0	hpgpAfrica-distant
1004	HpGP-ZAF-002	142237	88.93	8.41	2.65	hpgpAfrica	44787	87.61	12.05	0.35	hpgpAfrica
1005	HpGP-ZAF-004	142237	90.96	8.33	0.72	hpgpAfrica	44787	94.36	2.92	2.72	hpgpAfrica
1006	HpGP-ZAF-006	142237	68.64	0	31.36	hpgpAfrica-distant	44787	0	100	0	hpgpAfrica-distant
1007	HpGP-ZAF-007	142237	68.75	0	31.25	hpgpAfrica-distant	44787	0	100	0	hpgpAfrica-distant
1008	HpGP-ZAF-008	142237	35.78	62.45	1.77	hpgpEuroamerica	44787	12.99	87.01	0	hpgpEuroamerica
1009	HpGP-ZAF-009	142237	68.58	0	31.42	hpgpAfrica-distant	44787	0	100	0	hpgpAfrica-distant
1010	HpGP-ZAF-010	142237	85.71	7.4	6.89	hpgpAfrica	44787	68.99	31.01	0	hpgpAfrica
1011	HpGP-ZAF-011	142237	94.23	5.77	0	hpgpAfrica	44787	98.19	0	1.81	hpgpAfrica
